name,date
H5N1|A/chicken/Moldova/5G-brain_24VIR10981-54/2024|EPI3853232|2024-11-07,2024.11.7
H5N1|A/duck/USA/24-033876-004/2024|EPI3673825|2024-11-12,2024.11.12
H5N1|A/turkey/Germany-NI/2024AI05064/2024|EPI4028339|2024-12-04,2024.12.4
H5N1|A/snow_goose/Kentucky/W24-1021B/2024|EPI4100471|2024-12-04,2024.12.4
H5N1|A/chicken/USA/24-031286-009/2024|EPI3648549|2024-10-15,2024.10.15
H5N1|A/turkey/South_Dakota/24-037528-002/2024|EPI3901697|2024-12-15,2024.12.15
H5N1|A/chicken/Iowa/24-037491-001/2024|EPI3901633|2024-12-13,2024.12.13
H5N1|A/chicken/Hokkaido/E012/2024|EPI3616513|2024-10-17,2024.10.17
H5N1|A/chicken/South_Dakota/24-037531-001/2024|EPI3901721|2024-12-11,2024.12.11
H5N5|A/red-tailed_hawk/Massachusetts/014126-021/2024|EPI3980839|2024-03-16,2024.3.16
H5N1|A/duck/Bangladesh/61904/2024|EPI3559771|2024-02-23,2024.2.23
H5N1|A/laying-hen/Italy/24VIR11319-1/2024|EPI3769497|2024-12-19,2024.12.19
H5N1|A/turkey/South_Dakota/24-035690-001/2024|EPI3823849|2024-12-01,2024.12.1
H5N1|A/large-billed_crow/Osaka/2702A051/2024|EPI3609591|2024-02-26,2024.2.26
H5N1|A/chicken/Slovakia/Vh-1997/2024|EPI3766344|2024-10-21,2024.10.21
H5N5|A/Kestral/Scotland/044473/2024|EPI3625726|2024-09-27,2024.9.27
H5N5|A/turkey_vulture/Massachusetts/014126-060/2024|EPI3980613|2024-05-01,2024.5.1
H5N1|A/domestic-duck/Bulgaria/860_24VIR11025-10/2024|EPI3873289|2024-05-09,2024.5.9
H5N1|A/Hooded_crane/Kagoshima/KU-24-25/2024_(H5N1)|EPI3872686|2024-11-22,2024.11.22
H5N1|A/mute-swan/Slovenia/PER2001TA-24_25VIR818-6/2024|EPI3942969|2024-11-21,2024.11.21
H5N1|A/snow_goose/Arkansas/AR24-102/2024|EPI4100415|2024-12-06,2024.12.6
H5N1|A/chicken/Yamaguchi/23A1T/2024|EPI3489120|2024-01-26,2024.1.26
H5N1|A/chicken/USA/24-031666-030/2024|EPI3649864|2024-10-25,2024.10.25
H5N1|A/domestic_duck/Czech_Republic/2268-9/2024|EPI3508753|2024-02-04,2024.2.4
H5N1|A/chicken/Alaska/24-034057-003/2024|EPI3819579|2024-11-12,2024.11.12
H5N1|A/mute_swan/Austria/24144842-003/2024|EPI3790010|2024-11-04,2024.11.4
H5N1|A/chicken/USA/24-031285-012/2024|EPI3649587|2024-10-16,2024.10.16
H5N1|A/White-naped_crane/Kagoshima/KU-24-16/2024_(H5N1)|EPI3756801|2024-11-21,2024.11.21
H5N1|A/chicken/Czech_Republic/17076-5/2024|EPI3680078|2024-11-05,2024.11.5
H5N1|A/chicken/USA/24-037219-003/2024|EPI3747017|2024-12-10,2024.12.10
H5N1|A/goose/Minnesota/24-038159-004/2024|EPI3901905|2024-12-17,2024.12.17
H5N1|A/chicken/Czech_Republic/17076-2/2024|EPI3680054|2024-11-05,2024.11.5
H5N1|A/chicken/USA/24-037219-012/2024|EPI3743003|2024-12-10,2024.12.10
H5N1|A/anser/Slovenia/PER130-24TAZ_24VIR9358-5/2024|EPI3637620|2024-02-07,2024.2.7
H5N1|A/Hooded_crane/Kagoshima/KU-24-26/2024_(H5N1)|EPI3872694|2024-11-19,2024.11.19
H5N1|A/Larus_michaellis/Spain/2836-4_24VIR10678-24/2024|EPI3729752|2024-08-12,2024.8.12
H5N1|A/swan/Croatia/V-11-24_25VIR117-4/2024|EPI3861437|2024-02-14,2024.2.14
H5N1|A/chicken/Czech_Republic/14504-2/2024|EPI3614446|2024-09-29,2024.9.29
H5N1|A/sanderling/Massachusetts/014126-054/2024|EPI3980653|2024-04-05,2024.4.5
H5N1|A/swan/Italy/24VIR11594-1/2024|EPI3819140|2024-12-23,2024.12.23
H5N5|A/Great_Black-Backed_Gull/NS/FAV-0050-1/2025|EPI4019286|2024-11-25,2024.11.25
H5N1|A/Eurasian_Wigeon/Germany-SH/2025AI00038/2025|EPI4028419|2025-01-02,2025.1.2
H5N1|A/chicken/USA/24-037217-013/2024|EPI3746241|2024-12-10,2024.12.10
H5N1|A/sanderling/Virginia/W24-190F/2024|EPI3355286|2024-03-09,2024.3.9
H5N5|A/Gannet/Scotland/046592/2024|EPI3625590|2024-10-04,2024.10.4
H5N1|A/chicken/Czech_Republic/611-2/2025|EPI3873666|2025-01-13,2025.1.13
H5N1|A/chicken/USA/24-037217-015/2024|EPI3747231|2024-12-10,2024.12.10
H5N1|A/EuropeanHerringGull/France/24P013921/2024|EPI3651402|2024-07-13,2024.7.13
H5N1|A/chicken/Slovakia/Vh-2208/2024|EPI3766488|2024-11-08,2024.11.8
H5N1|A/chicken/Czech_Republic/18965-4/2024|EPI3785962|2024-12-04,2024.12.4
H5N1|A/large-billed_crow/Hokkaido/0111B127/2024|EPI3665504|2024-11-10,2024.11.10
H5N1|A/peregrine_falcon/Italy/24VIR9106-2/2024|EPI3627971|2024-10-10,2024.10.10
H5N1|A/Ty/Israel/1015/2024|EPI3910933|2024-09-02,2024.9.2
H5N1|A/turkey/Germany-MV/2024AI05071/2024|EPI4028315|2024-12-06,2024.12.6
H5N1|A/white-winged_scoter/Massachusetts/007607-004/2024|EPI3979769|2024-02-27,2024.2.27
H5N1|A/herring_gull/Massachusetts/007609-009/2024|EPI3980088|2024-03-03,2024.3.3
H5N1|A/chicken/Czech_Republic/861-3/2024|EPI3018003|2024-01-12,2024.1.12
H5N1|A/canada_goose/Massachusetts/007608-010/2024|EPI3980159|2024-02-20,2024.2.20
H5N1|A/pheasant/Illinois/24-034185-003/2024|EPI3819458|2024-11-15,2024.11.15
H5N1|A/mute_swan/Italy/24VIR10352-2/2024|EPI3728653|2024-11-11,2024.11.11
H5N1|A/Grey_Heron/Germany-ST/2025AI01274/2025|EPI4070980|2025-02-07,2025.2.7
H5N1|A/turkey/USA/037523-001/2024|EPI3755831|2024-12-12,2024.12.12
H5N5|A/Cormorant/England/281523/2024|EPI3625550|2024-09-30,2024.9.30
H5N1|A/mute_swan/Austria/24148349-001/2024|EPI3721730|2024-11-11,2024.11.11
H5N1|A/canada_goose/Massachusetts/004865-008/2024|EPI3979865|2024-02-06,2024.2.6
H5N1|A/surf_scoter/Rhode_Island/014130-001/2024|EPI3980503|2024-03-08,2024.3.8
H5N1|A/turkey/Italy/24VIR8918-2/2024|EPI3609647|2024-10-14,2024.10.14
H5N1|A/great_horned_owl/New_Hampshire/014129-002/2024|EPI3980519|2024-02-03,2024.2.3
H5N1|A/canada_goose/Massachusetts/004865-011/2024|EPI3979841|2024-02-05,2024.2.5
H5N1|A/Gallus_gallus/Belgium/01608_0002/2025|EPI3978701|2025-02-17,2025.2.17
H5N1|A/mute_swan/Austria/24142228-002/2024|EPI3789978|2024-10-28,2024.10.28
H5N1|A/green-winged_teal/Texas/UGAI24-3048/2024|EPI4100695|2024-11-09,2024.11.9
H5N1|A/chicken/USA/24-031285-011/2024|EPI3649595|2024-10-16,2024.10.16
H5N1|A/turkey/Italy/24VIR8778-2/2024|EPI3609638|2024-10-11,2024.10.11
H5N1|A/turkey/USA/24-031284-025/2024|EPI3649024|2024-10-17,2024.10.17
H5N1|A/Larus_michaellis/Spain/3872-63_24VIR10678-42/2024|EPI3729881|2024-10-14,2024.10.14
H5N5|A/Herring_Gull/England/140534/2024|EPI3625646|2024-09-25,2024.9.25
H5N1|A/chicken/Czech_Republic/17076-1/2024|EPI3680046|2024-11-05,2024.11.5
H5N1|A/canada_goose/Massachusetts/007606-005/2024|EPI3980271|2024-02-08,2024.2.8
H5N1|A/chicken/USA/24-031862-001/2024|EPI3630810|2024-10-27,2024.10.27
H5N1|A/chicken/Arizona/24-034642-004/2024|EPI3819483|2024-11-20,2024.11.20
H5N1|A/chicken/Puerto_Rico/25-000491-002/2024|EPI4006402|2024-12-30,2024.12.30
H5N1|A/duck/USA/24-036645-017/2024|EPI3743502|2024-12-05,2024.12.5
H5N1|A/chicken/Czech_Republic/17125-4/2024|EPI3680110|2024-11-08,2024.11.8
H5N1|A/yellow-legged-gull/Italy/24VIR11136-1/2024|EPI3735912|2024-11-20,2024.11.20
H5N1|A/duck/Oregon/24-037944-001/2024|EPI3901497|2024-11-26,2024.11.26
H5N1|A/turkey/Idaho/25-000070-003/2024|EPI4006769|2024-12-26,2024.12.26
H5N1|A/large-billed_crow/Hokkaido/0112F074/2024|EPI3789930|2024-12-04,2024.12.4
H5N1|A/chicken/Czech_Republic/14504-3/2024|EPI3614454|2024-09-29,2024.9.29
H5N1|A/Hooded_crane/Kagoshima/KU-24-15/2024_(H5N1)|EPI3756793|2024-11-21,2024.11.21
H5N1|A/large-billed_crow/Aichi/TU17-47/2025|EPI3998121|2025-01-02,2025.1.2
H5N1|A/bald_eagle/Massachusetts/014126-005/2024|EPI3979689|2024-02-23,2024.2.23
H5N1|A/grey_heron/Italy/24VIR10730-1/2024|EPI3728645|2024-11-19,2024.11.19
H5N1|A/chicken/Oregon/24-037945-002/2024|EPI3901745|2024-12-10,2024.12.10
H5N1|A/pigeon/USA/24-032856-014/2024|EPI3678904|2024-10-30,2024.10.30
H5N1|A/goose/Oregon/24-031478-002/2024|EPI3647455|2024-10-22,2024.10.22
H5N1|A/hawk/Utah/24-004080-001-R2/2024|EPI3768011|2024-02-02,2024.2.2
H5N1|A/bald_eagle/Massachusetts/014126-004/2024|EPI3979697|2024-02-23,2024.2.23
H5N1|A/chicken/Louisiana/24-037801-001/2024|EPI3819539|2024-12-09,2024.12.9
H5N1|A/Greylag_Goose/Germany-BY/2024AI04219/2024|EPI3688020|2024-09-10,2024.9.10
H5N1|A/chicken/Moldova/3G-trachea_24VIR10981-44/2024|EPI3853218|2024-11-07,2024.11.7
H5N1|A/chicken/USA/24-031667-002/2024|EPI3630826|2024-10-25,2024.10.25
H5N1|A/swan/Germany-BY/2024AI04832/2024|EPI3687916|2024-11-04,2024.11.4
H5N1|A/chicken/Yamaguchi/23A3T/2024|EPI3879420|2024-01-26,2024.1.26
H5N1|A/Common_Buzzard/Germany-BW/2024AI01148/2024|EPI3073523|2024-02-06,2024.2.6
H5N1|A/turkey/Minnesota/24-038168-003/2024|EPI3901929|2024-12-19,2024.12.19
H5N1|A/chicken/Germany-SN/2024AI01300/2024|EPI3158618|2024-02-27,2024.2.27
H5N1|A/chicken/USA/24-037219-018/2024|EPI3742963|2024-12-10,2024.12.10
H5N1|A/turkey_vulture/Massachusetts/014126-068/2024|EPI3980567|2024-05-03,2024.5.3
H5N1|A/duck/California/24-035915-006-R2/2024|EPI4006577|2024-11-28,2024.11.28
H5N5|A/Great_Black-Backed_Gull/NL/FAV-0042-10/2025|EPI4019262|2025-01-12,2025.1.12
H5N1|A/large-billed_crow/Hokkaido/0102G060/2024|EPI3609527|2024-02-01,2024.2.1
H5N1|A/grey_goose/Austria/24153741-001/2024|EPI3721843|2024-11-18,2024.11.18
H5N1|A/Chicken/BC/FAV-0289-002/2024|EPI3651965|2024-11-08,2024.11.8
H5N1|A/chicken/Austria/24141056-001/2024|EPI3622165|2024-10-28,2024.10.28
H5N1|A/Branta_leucopsis/Belgium/01625_0001/2025|EPI4086546|2025-02-11,2025.2.11
H5N1|A/chicken/USA/24-031666-014/2024|EPI3648823|2024-10-25,2024.10.25
H5N5|A/American_Crow/PEI/FAV-0074-3/2024|EPI3433431|2024-02-09,2024.2.9
H5N1|A/mute_swan/Austria/24146284-001/2024|EPI3721819|2024-11-07,2024.11.7
H5N1|A/northern_shoveler/Washington/24-003120-021-original/2024|EPI3656484|2024-01-23,2024.1.23
H5N1|A/chicken/Hokkaido/E002/2024|EPI3616489|2024-10-17,2024.10.17
H5N1|A/turkey/Italy/24VIR8771-3/2024|EPI3609621|2024-10-10,2024.10.10
H5N5|A/European_herring_gullNorway/2024-07-2365/2024|EPI3618129|2024-09-27,2024.9.27
H5N5|A/large-billed_crow/Hokkaido/B117/2024|EPI3539811|2024-03-13,2024.3.13
H5N1|A/turkey/Minnesota/24-035524-003/2024|EPI3823657|2024-11-27,2024.11.27
H5N1|A/Larus_michaellis/Spain/3268-15_24VIR10678-33/2024|EPI3729815|2024-09-18,2024.9.18
H5N1|A/goose/Nebraska/24-037518-002/2024|EPI3901377|2024-12-13,2024.12.13
H5N1|A/common-buzzard/Northern-Ireland/25-000493_25VIR1319-5/2025|EPI4024132|2025-01-14,2025.1.14
H5N1|A/Barnacle_Goose/Germany-NI/2025AI00855/2025|EPI4070932|2025-01-17,2025.1.17
H5N1|A/domestic_duck/Poland/H488J/2024(H5N1)|EPI3685570|2024-11-08,2024.11.8
H5N1|A/chicken/Israel/1099/2024|EPI3910956|2024-09-23,2024.9.23
H5N1|A/pheasant/Kansas/24-001752-001-original/2024|EPI3528162|2024-01-18,2024.1.18
H5N1|A/chicken/USA/24-031667-006/2024|EPI3649832|2024-10-25,2024.10.25
H5N1|A/White_Stork/Germany-BW/2024AI05138/2024|EPI4028363|2024-12-11,2024.12.11
H5N1|A/chicken/Puerto_Rico/25-000491-003/2024|EPI4006394|2024-12-30,2024.12.30
H5N1|A/Ross's_goose/Kansas/W24-1031E/2024|EPI4100595|2024-12-04,2024.12.4
H5N5|A/Fulmar/Scotland/045255/2024|EPI3625582|2024-09-30,2024.9.30
H5N1|A/Yellow-legged_Gull/Italy/24VIR9144-2/2024|EPI3637684|2024-10-07,2024.10.7
H5N1|A/Large-billed_crow/Hokkaido/0112F070/2024_(H5N1)|EPI4095073|2024-12-02,2024.12.2
H5N1|A/mute-swan/Hungary/78927_25VIR1318-5/2024|EPI4024053|2024-10-03,2024.10.3
H5N1|A/chicken/Czech_Republic/19045-1/2024|EPI3785986|2024-12-07,2024.12.7
H5N1|A/mallard/Tennessee/132/2024|EPI4100711|2024-11-21,2024.11.21
H5N1|A/large-billed_crow/Hokkaido/B134/2024|EPI3539827|2024-04-09,2024.4.9
H5N1|A/pheasant/Illinois/24-034185-002/2024|EPI3819450|2024-11-15,2024.11.15
H5N1|A/whooper-swan/Romania/16057_25VIR1011-6/2024|EPI3943097|2024-12-11,2024.12.11
H5N1|>A/laying_hen/Poland/H411NM/2024(H5N1)|EPI3685425|2024-10-18,2024.10.18
H5N1|A/swan/Croatia/V-26-24-2_25VIR117-8/2024|EPI3861469|2024-03-06,2024.3.6
H5N1|A/chicken/California/25-000046-003/2024|EPI4006841|2024-12-30,2024.12.30
H5N1|A/canada_goose/Massachusetts/014126-030/2024|EPI3980767|2024-02-14,2024.2.14
H5N1|A/mute_swan/Poland/MB428NMJ/2024(H5N1)|EPI3686193|2024-10-31,2024.10.31
H5N1|A/turkey/Missouri/24-005371-001-original/2024|EPI3528402|2024-02-17,2024.2.17
H5N1|A/Hooded_crane/Kagoshima/KU-24-27/2024_(H5N1)|EPI3888533|2024-11-23,2024.11.23
H5N1|A/turkey/Italy/24VIR10956-3/2024|EPI3769529|2024-12-09,2024.12.9
H5N1|A/common_loon/Massachusetts/007608-009/2024|EPI3980167|2024-03-07,2024.3.7
H5N1|A/turkey/Poland/H36-T3/2024|EPI3017759|2024-02-05,2024.2.5
H5N1|A/sanderling/Virginia/W24-190C/2024|EPI3352895|2024-03-10,2024.3.10
H5N1|A/chicken/Iowa/24-037490-001/2024|EPI3901617|2024-12-13,2024.12.13
H5N1|A/red-tailed_hawk/California/24-003714-001/2024|EPI3338496|2024-01-27,2024.1.27
H5N1|A/mallard/Italy/24VIR9245-19/2024|EPI3627987|2024-10-19,2024.10.19
H5N1|A/chicken/Italy/24VIR9919-5/2024|EPI3651280|2024-11-12,2024.11.12
H5N1|A/chicken/Slovenia/PER1689-24T2AZ_24VIR9358-15/2024|EPI3637676|2024-10-16,2024.10.16
H5N1|A/mute_swan/Czech_Republic/17294-5/2024|EPI3680142|2024-11-08,2024.11.8
H5N1|A/chicken/USA/24-037217-023/2024|EPI3747164|2024-12-10,2024.12.10
H5N1|A/pheasant/Illinois/24-034185-004/2024|EPI3819466|2024-11-15,2024.11.15
H5N1|A/turkey/Nebraska/24-036590-006/2024|EPI3884832|2024-12-08,2024.12.8
H5N1|A/Peregrine_Falcon/Germany-BB/2024AI05139/2024|EPI4028371|2024-12-06,2024.12.6
H5N1|A/chicken/Iowa/24-036502-002/2024|EPI3901529|2024-12-08,2024.12.8
H5N1|A/chicken/USA/24-031285-001/2024|EPI3649683|2024-10-16,2024.10.16
H5N1|A/chicken/Idaho/24-037521-002/2024|EPI3901681|2024-12-12,2024.12.12
H5N1|A/chicken/Italy/25VIR67-1/2025|EPI3849299|2025-01-02,2025.1.2
H5N5|A/Herring_Gull/NS/FAV-0245-4/2024|EPI4019014|2024-04-05,2024.4.5
H5N1|A/wild_duck/Italy/24VIR10442-1/2024|EPI3679085|2024-11-27,2024.11.27
H5N1|A/chicken/Denmark/01352-7/2024|EPI3091486|2024-02-15,2024.2.15
H5N1|A/Larus_michaellis/Spain/2951-18_24VIR10678-26/2024|EPI3729768|2024-08-16,2024.8.16
H5N1|A/NothernGannet/France/24P013472/2024|EPI3651314|2024-06-21,2024.6.21
H5N1|A/chicken/Alabama/24-037981-001/2024|EPI3901769|2024-12-13,2024.12.13
H5N1|A/chicken/Arkansas/25-000084-002/2024|EPI4006889|2024-12-30,2024.12.30
H5N1|A/turkey/USA/24-028518-001/2024|EPI3604347|2024-09-26,2024.9.26
H5N1|A/turkey/Iowa/24-037492-002/2024|EPI3901657|2024-12-14,2024.12.14
H5N1|A/Mute_Swan/Mangystau/02/2024|EPI3433322|2024-01-09,2024.1.9
H5N1|A/chicken/USA/24-032191-004/2024|EPI3675713|2024-10-30,2024.10.30
H5N1|A/chicken/Tennessee/24-035519-003/2024|EPI3823761|2024-11-26,2024.11.26
H5N1|A/chicken/USA/24-037219-040/2024|EPI3742794|2024-12-10,2024.12.10
H5N1|A/black-headed-gull/Italy/32413-24VIR11314/2024|EPI3803185|2024-11-27,2024.11.27
H5N1|A/chicken/California/24-001558-005-original/2024|EPI3528130|2024-01-15,2024.1.15
H5N1|A/northern_shoveler/Washington/24-003120-031-original/2024|EPI3656515|2024-01-23,2024.1.23
H5N1|A/chicken/Czech_Republic/18104-1/2024|EPI3761457|2024-11-24,2024.11.24
H5N1|A/canada_goose/Massachusetts/004865-021/2024|EPI3980335|2024-01-23,2024.1.23
H5N1|A/chicken/Alaska/24-034057-002/2024|EPI3819587|2024-11-12,2024.11.12
H5N1|A/duck/California/24-035912-001-R2/2024|EPI4006681|2024-11-27,2024.11.27
H5N5|A/Great_Black-Backed_Gull/Scotland/043866/2024|EPI3625502|2024-09-19,2024.9.19
H5N1|A/duck/California/24-035915-002-R2/2024|EPI4006609|2024-11-28,2024.11.28
H5N1|A/mute_swan/Austria/24164821-002/2024|EPI3790147|2024-12-10,2024.12.10
H5N1|A/domestic-duck/Moldova/5R-brain_24VIR10981-35/2024|EPI3853199|2024-11-08,2024.11.8
H5N1|A/chicken/USA/24-031666-024/2024|EPI3649920|2024-10-25,2024.10.25
H5N1|A/pheasant/Italy/24VIR10385-1/2024|EPI3679117|2024-11-23,2024.11.23
H5N1|A/duck/California/24-035915-003-R2/2024|EPI4006601|2024-11-28,2024.11.28
H5N1|A/white-winged_scoter/Massachusetts/007607-001/2024|EPI3980223|2024-02-21,2024.2.21
H5N1|A/chicken/USA/24-032809-001/2024|EPI3673733|2024-11-05,2024.11.5
H5N1|A/chicken/Austria/24141056-011/2024|EPI3622178|2024-10-28,2024.10.28
H5N1|A/chicken/Slovakia/Vh-1999/2024|EPI3766360|2024-10-21,2024.10.21
H5N1|A/Greater_White-fronted_Goose/Netherlands/24000645-001/2024|EPI3054371|2024-01-10,2024.1.10
H5N1|A/Barnacle_Goose/Netherlands/24029792-001/2024|EPI3721550|2024-11-23,2024.11.23
H5N1|A/chicken/Hokkaido/J001/2024|EPI3665464|2024-11-11,2024.11.11
H5N1|A/Hooded_crane/Kagoshima/KU-24-8/2024_(H5N1)|EPI3756940|2024-11-19,2024.11.19
H5N1|A/chicken/Moldova/2G-brain_24VIR10981-43/2024|EPI3853213|2024-11-07,2024.11.7
H5N1|A/mute_swan/Austria/24137323-001/2024|EPI3721811|2024-10-17,2024.10.17
H5N1|A/Large-billed_crow/Hokkaido/0112M136/2024_(H5N1)|EPI4095065|2024-12-01,2024.12.1
H5N1|A/sanderling/Virginia/W24-190G/2024|EPI3355315|2024-03-08,2024.3.8
H5N1|A/Buteo_buteo/Belgium/01513_0001/2025|EPI4005849|2025-01-27,2025.1.27
H5N5|A/peregrine_falcon/Kumamoto/4301C001/2024|EPI3007140|2024-01-16,2024.1.16
H5N5|A/Herring_Gull/England/141019/2024|EPI3625694|2024-10-08,2024.10.8
H5N1|A/turkey/South_Dakota/24-035932-001/2024|EPI3823833|2024-12-02,2024.12.2
H5N1|A/pheasant/Kansas/24-037794-006/2024|EPI3901449|2024-12-16,2024.12.16
H5N1|A/chicken/USA/24-031666-029/2024|EPI3649872|2024-10-25,2024.10.25
H5N1|A/chicken/Missouri/24-037561-001/2024|EPI3901409|2024-12-14,2024.12.14
H5N1|A/duck/Bangladesh/61856/2024|EPI3559818|2024-02-23,2024.2.23
H5N1|A/turkey/Croatia/V-106-24_25VIR117-11/2024|EPI3621421|2024-10-15,2024.10.15
H5N1|A/wild_goose/Germany-NW/2024AI02730/2024|EPI3607224|2024-06-25,2024.6.25
H5N1|A/turkey/Minnesota/24-037987-002/2024|EPI3901817|2024-12-16,2024.12.16
H5N1|A/american_crow/Massachusetts/014126-039/2024|EPI3980706|2024-04-19,2024.4.19
H5N1|A/chicken/Egypt/RLQP-1/2025|EPI3963527|2025-01-22,2025.1.22
H5N1|A/European_herring_gull/Netherlands/7/2024|EPI3884574|2024-12-15,2024.12.15
H5N1|A/EuropeanHerringGull/France/24P019647/2024|EPI3651370|2024-10-23,2024.10.23
H5N1|A/White_Stork/Germany-BY/2025AI00446/2025|EPI4028347|2025-01-14,2025.1.14
H5N1|A/turkey/South_Dakota/24-036844-002/2024|EPI3884896|2024-12-10,2024.12.10
H5N1|A/duck/Bangladesh/61900/2024|EPI3559787|2024-02-23,2024.2.23
H5N1|A/chicken/Germany-SH/2024AI05008/2024|EPI3687972|2024-11-22,2024.11.22
H5N1|A/mallard/Italy/24VIR10004-16/2024|EPI3679053|2024-11-10,2024.11.10
H5N1|A/turkey/Czech_Republic/17569-2/2024|EPI3680222|2024-11-15,2024.11.15
H5N5|A/Great_Black-Backed_Gull/NS/FAV-0393-1/2024|EPI4019086|2024-11-08,2024.11.8
H5N1|A/turkey/South_Dakota/24-037530-002/2024|EPI3901713|2024-12-13,2024.12.13
H5N1|A/muscovy_duck/Austria/24119388-002/2024/|EPI3581845|2024-09-13,2024.9.13
H5N1|A/duck/Bangladesh/61855/2024|EPI3559826|2024-02-23,2024.2.23
H5N1|A/chicken/Florida/24-029152-002/2024|EPI3678944|2024-10-02,2024.10.2
H5N1|A/sanderling/Massachusetts/007606-006/2024|EPI3980263|2024-02-12,2024.2.12
H5N1|A/domestic-duck/Moldova/1R-brain_24VIR10981-19/2024|EPI3853179|2024-11-08,2024.11.8
H5N1|A/large-billed_crow/Osaka/2702A045/2024|EPI3182761|2024-02-15,2024.2.15
H5N1|A/EuropeanHerringGull/France/24P018181/2024|EPI3651354|2024-10-09,2024.10.9
H5N1|A/chicken/West_Virginia/25-000049-006/2024|EPI4006354|2024-12-31,2024.12.31
H5N1|A/chicken/USA/24-033699-002/2024|EPI3678772|2024-10-30,2024.10.30
H5N5|A/Duck/Norway/2024-07-3002-2/2024|EPI3658351|2024-11-12,2024.11.12
H5N1|A/laying-hen/Italy/25VIR768-1/2025|EPI3932284|2025-01-24,2025.1.24
H5N1|A/chicken/USA/24-031286-007/2024|EPI3649507|2024-10-15,2024.10.15
H5N1|A/turkey/USA/24-031284-020/2024|EPI3648767|2024-10-17,2024.10.17
H5N1|A/pheasant/California/25-000138-005/2024|EPI4006489|2024-12-30,2024.12.30
H5N1|A/turkey/South_Dakota/24-036599-002/2024|EPI3884912|2024-12-06,2024.12.6
H5N1|A/mallard/Alaska/24-008163-001-original/2024|EPI3784302|2024-03-07,2024.3.7
H5N5|A/Fulmar/England/140702/2024|EPI3625566|2024-09-27,2024.9.27
H5N1|A/chicken/Iowa/24-037488-001/2024|EPI3901553|2024-12-14,2024.12.14